,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
1466,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Não,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1467,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1468,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Não,Não,Não,Preta,Outros,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1469,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1470,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1471,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,NORDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1472,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Sim,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1473,55 A 64,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1474,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1475,45 A 54,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 10 A 20,FEM,Superior completo,Sim,Sim,Sim,Branca,Outros,SUDESTE,PERIFERIA,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1476,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Assembléia de Deus,NORDESTE,CAPITAL,Não sabe/ Não respondeu,Não sabe/ Não respondeu
1477,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,MAS,Superior completo,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1478,35 A 44,Muita vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1479,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUL,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1480,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir a violência,Não sabe/ Não respondeu
1481,25 A 34,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,MAS,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Defender a igualdade entre homens e mulheres,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1482,55 A 64,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,MAS,2ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1483,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Sim,Sim,Branca,Outros,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1484,35 A 44,Alguma vontade,MAIS DE 10 A 20,MAIS DE 10 A 20,FEM,Superior completo,Não,Não,Não,Parda,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1485,65 E MAIS,Alguma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Outros,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Não sabe/ Não respondeu,Não sabe/ Não respondeu
1486,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,3ª série,Sim,Não,Não,Branca,Outros,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1487,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,FEM,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Preta,Assembléia de Deus,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1488,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUL,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1489,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Superior incompleto,Sim,Sim,Sim,Parda,Outros,SUDESTE,CAPITAL,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1490,35 A 44,Nenhuma vontade,ATÉ 1,NÃO RESPONDEU,FEM,Outros,Não,Não,Não,Preta,Assembléia de Deus,SUDESTE,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1491,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,PERIFERIA,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1492,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Superior incompleto,Não,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1493,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,FEM,Superior completo,Não,Não,Não,Preta,Outros,SUDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1494,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1495,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1496,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1497,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Preta,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1498,35 A 44,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Não,Branca,Assembléia de Deus,NORDESTE,CAPITAL,Preservar os valores ligados à família,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1499,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,3ª série,Sim,Não,Sim,Outros,Outras Evangélicas específicas,CENTRO OESTE,CAPITAL,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1500,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Não,Preta,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1501,45 A 54,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Superior incompleto,Sim,Sim,Sim,Parda,Assembléia de Deus,NORTE,INTERIOR,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1502,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1503,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,2ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Reduzir as desigualdades sociais,Não sabe/ Não respondeu
1504,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Outros,Sim,Não,Não,Parda,Outras Evangélicas específicas,NORDESTE,INTERIOR,Ampliar os espaços de participação política da população,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1505,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1506,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Sim,Não,Sim,Parda,Outros,NORTE,CAPITAL,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1507,16 E 17,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,2ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1508,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Branca,Outros,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1509,45 A 54,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1510,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Não sabe/ Não respondeu
1511,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1512,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1513,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1514,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Sim,Sim,Sim,Preta,Católica Apostólica Romana,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1515,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,4ª série (ou 5º ano),Não,Não,Não,Parda,Assembléia de Deus,NORTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1516,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,2ª série,Não,Não,Não,Parda,Outros,NORDESTE,CAPITAL,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1517,65 E MAIS,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1518,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,4ª série (ou 5º ano),Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1519,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Outras Evangélicas específicas,SUL,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1520,18 A 24,Muita vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,CENTRO OESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1521,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1522,18 A 24,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1523,55 A 64,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,Outros,Sim,Sim,Não,Parda,Assembléia de Deus,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,Não sabe/ Não respondeu
1524,35 A 44,Muita vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,3ª série,Sim,Sim,Sim,Preta,Outras Evangélicas específicas,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1525,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,MAS,8ª série (ou 9º ano),Sim,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1526,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1527,55 A 64,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUL,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1528,65 E MAIS,Muita vontade,ATÉ 1,ATÉ 1,MAS,4ª série (ou 5º ano),Sim,Sim,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1529,18 A 24,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,FEM,Superior incompleto,Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1530,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Outros,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Católica Apostólica Romana,SUL,PERIFERIA,Não sabe/ Não respondeu,Não sabe/ Não respondeu
1531,45 A 54,Muita vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1532,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
